split_version,dataset_id,participant_id,fold_id
participant_5fold_v4,umafall,umafall:subject_02,3
participant_5fold_v4,umafall,umafall:subject_03,1
participant_5fold_v4,umafall,umafall:subject_04,3
participant_5fold_v4,umafall,umafall:subject_05,1
participant_5fold_v4,umafall,umafall:subject_06,2
participant_5fold_v4,umafall,umafall:subject_07,0
participant_5fold_v4,umafall,umafall:subject_08,4
participant_5fold_v4,umafall,umafall:subject_09,2
participant_5fold_v4,umafall,umafall:subject_10,4
participant_5fold_v4,umafall,umafall:subject_11,2
participant_5fold_v4,umafall,umafall:subject_12,1
participant_5fold_v4,umafall,umafall:subject_13,3
participant_5fold_v4,umafall,umafall:subject_14,0
participant_5fold_v4,umafall,umafall:subject_15,0
participant_5fold_v4,umafall,umafall:subject_16,0
participant_5fold_v4,umafall,umafall:subject_17,1
participant_5fold_v4,umafall,umafall:subject_18,4
participant_5fold_v4,umafall,umafall:subject_19,3
participant_5fold_v4,univrfall,univrfall:sa09,2
participant_5fold_v4,univrfall,univrfall:sa10,2
participant_5fold_v4,univrfall,univrfall:sa11,4
participant_5fold_v4,univrfall,univrfall:sa12,1
participant_5fold_v4,univrfall,univrfall:sa13,0
participant_5fold_v4,univrfall,univrfall:sa14,2
participant_5fold_v4,univrfall,univrfall:sa15,4
participant_5fold_v4,univrfall,univrfall:sa16,0
participant_5fold_v4,univrfall,univrfall:sa17,4
participant_5fold_v4,univrfall,univrfall:sa18,3
participant_5fold_v4,univrfall,univrfall:sa19,2
participant_5fold_v4,univrfall,univrfall:sa20,0
participant_5fold_v4,univrfall,univrfall:sa21,3
participant_5fold_v4,univrfall,univrfall:sa22,1
participant_5fold_v4,univrfall,univrfall:sa23,0
participant_5fold_v4,univrfall,univrfall:sa24,0
participant_5fold_v4,univrfall,univrfall:sa25,4
participant_5fold_v4,univrfall,univrfall:sa26,1
participant_5fold_v4,univrfall,univrfall:sa27,1
participant_5fold_v4,univrfall,univrfall:sa28,3
participant_5fold_v4,univrfall,univrfall:sa29,2
participant_5fold_v4,univrfall,univrfall:sa30,3
participant_5fold_v4,univrfall,univrfall:sa31,3
participant_5fold_v4,univrfall,univrfall:sa32,4
participant_5fold_v4,univrfall,univrfall:sa33,3
participant_5fold_v4,univrfall,univrfall:sa34,2
participant_5fold_v4,univrfall,univrfall:sa35,4
participant_5fold_v4,univrfall,univrfall:sa36,1
participant_5fold_v4,univrfall,univrfall:sa37,1
participant_5fold_v4,upfall,upfall:subject01,3
participant_5fold_v4,upfall,upfall:subject02,3
participant_5fold_v4,upfall,upfall:subject03,2
participant_5fold_v4,upfall,upfall:subject04,0
participant_5fold_v4,upfall,upfall:subject05,4
participant_5fold_v4,upfall,upfall:subject06,0
participant_5fold_v4,upfall,upfall:subject07,0
participant_5fold_v4,upfall,upfall:subject08,1
participant_5fold_v4,upfall,upfall:subject09,4
participant_5fold_v4,upfall,upfall:subject10,3
participant_5fold_v4,upfall,upfall:subject11,2
participant_5fold_v4,upfall,upfall:subject12,1
participant_5fold_v4,upfall,upfall:subject13,2
participant_5fold_v4,upfall,upfall:subject14,1
participant_5fold_v4,upfall,upfall:subject15,0
participant_5fold_v4,upfall,upfall:subject16,4
participant_5fold_v4,upfall,upfall:subject17,1
